,Date,SM-BO,SM-MZ,MAT-NIF,SFA,DSP,C2 Sup,C4 inf,C5 supA,C5 inf,C6 s+m,C6 inf,BPL,MgO,Fe2O3,SiO2,CO2,BPLnif,MgOnif,Fe2O3nif,SiO2nif,CO2nif
176,25-juin,0,54,7,0,0,0,0,0,39,0,0,53,1.87,0,9.19,11.24,48.09,1.88,0,10.81,10.91
177,26-juin,0,74,0,0,0,0,0,0,26,0,0,52.75,1.75,0,11.26,10.66,50.72,1.82,0,10.64,11.32
178,27-juin,0,88,9,0,0,0,0,0,4,0,0,51.26,1.55,0,12.83,10.95,52.15,1.8,0,13.16,10.53
179,28-juin,0,58,5,0,0,0,0,0,38,0,0,53.05,1.73,0,11.88,10.56,48.35,1.88,0,13.6,12.18
180,29-juin,0,73,0,0,0,0,0,0,8,0,19,53.12,1.43,0,9.77,9.54,52.7,1.55,0,11.62,9.66
181,30-juin,0,65,13,0,0,0,0,0,0,0,22,52.09,1.32,0,8.99,9.97,53.09,1.37,0,11.78,8.29
182,1-juil.,34,30,13,0,0,0,0,0,0,23,0,51.37,1.46,0,14.72,6.21,52.94,1.27,0,12.43,9.3
183,2-juil.,26,42,0,0,0,0,0,0,0,32,0,53.02,1.36,0,14.73,5.86,55.33,1.17,0,12.73,8.76
184,3-juil.,32,32,0,0,0,0,0,0,0,36,0,53.27,1.37,0,16.08,5.01,51.18,1.18,0,14.81,8.63
185,4-juil.,42,20,0,0,0,0,0,0,0,38,0,53.26,1.27,0,14.76,4.65,52.19,1,0,16.09,8.06
186,5-juil.,46,15,5,0,0,0,0,0,0,34,0,52.27,1.29,0,13.7,5.32,56.25,1,0,13.29,6.4
187,6-juil.,40,11,13,0,0,0,0,0,0,35,0,52.38,1.41,0,13.77,4.99,52.26,1.19,0,14.37,7.73
188,7-juil.,50,19,2,0,0,0,0,0,0,28,0,52.71,1.48,0,13.56,4.7,54.69,1.03,0,13.82,6.82
189,8-juil.,48,7,5,0,0,0,0,0,9,0,31,52.56,1.54,0,12.12,5.66,54.49,1.02,0,12.9,6.77
190,9-juil.,35,15,2,0,0,0,0,0,22,0,26,52.52,1.56,0,11.98,6.57,53.6,1.66,0,10.9,10.69
191,10-juil.,35,11,0,0,0,0,0,0,27,26,0,54.43,1.47,0,12.98,5.64,49.38,1.52,0,12.4,10.46
192,11-juil.,40,2,0,0,0,0,0,0,24,34,0,54.56,1.48,0,11.54,9.04,55.6,1.58,0,10.4,9.88
193,12-juil.,30,12,4,0,0,0,0,0,26,28,0,52.9,1.58,0,13.07,9.41,54.77,1.61,0,11.39,8.93
194,13-juil.,27,12,2,0,0,0,0,0,32,24,4,51.96,1.74,0,13,9.45,52.52,1.72,0,11.51,10.74
195,14-juil.,29,16,6,0,0,0,0,0,22,27,0,52.15,1.58,0,12.67,9.55,50.07,1.88,0,12.84,9.39
196,15-juil.,33,24,9,0,0,0,0,0,14,21,0,51.53,1.57,0,12.8,9.75,54.88,1.66,0,11.76,8.83
197,16-juil.,35,9,16,0,0,0,0,0,12,27,0,51.82,1.5,0,12.34,9.5,53.35,1.57,0,13.45,8.87
198,17-juil.,39,14,7,0,0,0,0,0,15,25,0,52.74,1.56,0,11.57,9.66,55.48,1.48,0,11.85,8.11
199,18-juil.,39,17,7,0,0,0,0,0,14,24,0,53.27,1.57,0,11.94,9.28,56.37,1.24,0,13.92,7.45
200,19-juil.,31,9,10,0,0,0,0,0,25,26,0,52.33,1.58,0,11.63,9.77,51.58,1.72,0,15.34,9.02
201,20-juil.,32,11,5,0,0,0,0,0,27,25,0,52.78,1.61,0,11.42,9.77,54.56,1.78,0,12.59,9.43
202,21-juil.,0,0, - ,0,0,0, - , - ,0, - , - ,0,0,0,0,0,0,0,0,0,0
203,22-juil.,0,15,14,0,0,0,12,0,43,16,0,50.2,1.85,0,13.29,10.12,53.22,1.8,0,10.23,9.36
204,23-juil.,0,38,4,0,0,0,18,0,26,14,0,49.52,1.69,0,13.21,10.61,46.12,1.69,0,18.14,9.96
205,24-juil.,0,31,7,0,0,0,19,14,2,27,0,49.57,1.53,0,14.43,9.73,53.33,1.33,0,16.43,8.27
206,25-juil.,0,29,10,0,0,0,0,19,0,41,0,50.62,1.36,0,11.94,8.02,54.19,1.5,0,15.16,7.9
207,26-juil.,0,28,5,0,0,0,0,22,3,42,0,51.89,1.38,0,14.44,8.13,53.88,1.67,0,14.81,8.14
208,27-juil.,2,32,8,0,0,0,0,10,5,44,0,52.95,1.41,0,14.91,7.59,51.96,1.79,0,14.47,9
209,28-juil.,6,35,2,0,0,0,0,0,13,44,0,53.66,1.38,0,15.24,7.3,54.95,1.65,0,12.7,8.03
210,29-juil.,12,29,0,0,0,0,7,0,18,34,0,52.99,1.49,0,12.17,7.36,53.22,1.78,0,13.04,9.96
211,30-juil.,13,8,8,0,0,0,20,0,27,23,0,53.47,1.53,0,11.7,6.7,55.29,1.64,0,14.27,8.28
212,31-juil.,18,14,13,0,0,0,9,0,24,22,0,51.36,1.57,0,11.88,9.19,53.65,1.67,0,11.93,8.03
213,1-août,24,29,7,0,0,0,0,0,0,40,0,52.91,1.37,0,11.61,7.52,57.43,1.25,0,11.55,8.46
214,2-août,18,43,9,0,0,10,0,0,0,20,0,51.03,1.61,0,12.44,7.81,54.35,1.42,0,12.11,7.97
215,3-août,15,14,13,0,0,11,0,0,24,23,0,52.4,1.6,0,11.87,8.36,53.09,1.33,0,12.69,9.63
216,4-août,12,15,12,0,0,9,0,0,32,19,0,51.86,1.67,0,11.68,8.96,55.77,1.33,0,12.06,7.54
217,5-août,10,14,8,0,0,8,0,0,36,24,0,52.44,1.65,0,11.62,9.23,57.5,1.47,0,12.64,7.94
218,6-août,19,20,11,0,0,7,0,0,22,21,0,51.76,1.62,0,11.92,9.36,52.46,1.76,0,12.29,10.16
219,7-août,15,21,11,0,0,11,0,0,26,17,0,51.54,1.65,0,12.04,9.44,54.97,1.56,0,13.76,7.97
220,8-août,18,8,2,0,0,13,0,0,53,6,0,52.11,1.84,0,10.51,10.28,57.46,1.31,0,12.04,6.73
221,9-août,18,18,7,0,0,15,0,0,32,11,0,52.53,1.71,0,12.67,8.77,53.38,1.54,0,11.53,10.53
222,10-août,16,15,11,0,0,12,0,12,16,19,0,52.38,1.6,0,11.95,9.06,52.29,1.5,0,12.84,9.33
223,11-août,11,12,11,0,0,14,0,21,8,24,0,52.8,1.55,0,11.93,8.95,54.34,1.46,0,13.56,7.75
224,12-août,8,10,7,0,0,15,0,0,21,37,2,53.62,1.42,0,12.44,7.93,53.92,1.5,0,13.62,8.7
225,13-août,3,2,3,0,0,19,0,0,31,38,4,53.81,1.39,0,13.3,7.89,52.21,1.49,0,15.14,8.96
226,14-août,26,7,0,0,0,17,0,0,0,34,15,54.11,1.22,0,13.22,7.97,54.21,1.42,0,14.7,7.62
227,15-août,0,5,0,0,0,23,0,0,14,57,0,55.04,1.16,0,13.8,6.58,62.53,0.78,0,12.7,5.98
228,16-août,5,9,0,0,0,18,0,0,18,51,0,54.62,1.26,0,12.96,7.04,59.95,0.78,0,13.69,5.58
229,17-août,9,19,0,0,0,7,0,0,28,38,0,52.89,1.47,0,12.28,8.31,59.81,1.06,0,14.02,6.11
230,18-août,35,9,7,0,0,8,0,0,0,34,7,54.01,1.38,0,12.27,8.12,59.91,1.3,0,11.58,6.97
231,19-août,0,21,0,0,0,8,0,0,28,33,10,54.23,1.34,0,11.96,7.93,59.28,1.26,0,10.78,7.29
232,20-août,0,6,0,0,0,14,0,0,31,35,13,53.02,1.46,0,12.91,8.76,58.4,1.23,0,12.79,7.33
233,21-août,0,0,7,0,0,9,0,0,30,39,15,52.49,1.43,0,13.63,8.4,53.1,1.48,0,12.84,7.53
234,22-août,0,4,3,0,0,5,0,0,20,45,23,52.95,1.29,0,14.01,8.04,54.78,1.48,0,13.01,7.68
235,23-août,2,0,4,0,0,17,0,0,25,34,19,53.25,1.38,0,13.38,8.06,56.71,1.31,0,12.39,6.88
236,24-août,0,0,3,0,0,19,0,0,27,22,29,53.25,1.39,0,13.09,8.18,55.83,1.29,0,13.88,7.77
237,25-août,0,0,3,0,0,20,0,0,26,23,28,52.85,1.42,0,13.02,7.5,56.79,1.2,0,13.64,7.32
238,26-août,0,0,3,0,0,20,0,0,26,22,29,54.85,1.45,0,13.54,8,56.24,1.4,0,13.85,7.28
239,27-août,0,0,3,0,0,20,0,0,31,22,24,53.65,1.5,0,13.07,7.05,54.49,1.58,0,13.91,7.18
240,28-août,0,0,8,0,0,15,0,0,35,22,20,52,1.52,0,13.99,7.12,52.62,1.6,0,14.48,7.89
241,29-août,0,0,3,0,0,20,0,0,26,22,29,54.85,1.45,0,13.54,8,56.01,1.42,0,13.48,7.02
242,30-août,0,0,13,0,0,10,0,0,45,22,10,54.12,1.5,0,13,7.69,56.12,1.65,0,11.7,7.49
243,31-août,0,15,7,0,0,11,0,0,23,20,23,49.94,1.57,0,15.28,8.51,50.42,1.74,0,17.12,8.02
244,1-sept.,9,19,0,0,0,0,7,0,21,22,21,51.84,1.45,0,13.67,8.17,50.25,1.59,0,15.64,8.49
245,2-sept.,13,3,7,0,0,0,0,0,24,37,16,53.16,1.43,0,12.74,7.65,54.32,1.48,0,12.2,8.2
246,3-sept.,13,3,10,0,0,0,0,0,24,35,15,52.08,1.47,0,13.07,9.08,54.8,1.56,0,12.79,7.02
247,4-sept.,13,5,9,0,0,0,0,0,25,34,14,52.38,1.48,0,12.74,8.7,54.63,1.49,0,13.75,8.7
248,5-sept.,14,9,0,0,0,0,0,0,18,36,23,52.94,1.36,0,13.09,7.98,56.01,1.4,0,12.96,7.64
249,6-sept.,12,7,0,0,0,0,0,0,25,36,20,53.07,1.4,0,12.33,8.21,55.48,1.38,0,14.31,7.21
250,7-sept.,14,10,0,0,0,0,3,0,22,33,17,53.16,1.43,0,12.43,8.41,55.86,1.46,0,13.36,8.14
251,8-sept.,13,0,0,0,0,0,0,0,36,39,12,54.19,1.44,0,12.33,7.99,54.66,1.39,0,14.5,7.64
252,9-sept.,11,0,3,0,0,0,0,0,31,28,28,53.05,1.48,0,13.15,8.1,56.45,1.42,0,13.04,6.85
253,10-sept.,13,0,0,0,0,0,0,0,24,38,25,54.27,1.36,0,13.02,7.73,56.28,1.4,0,13.42,6.82
254,11-sept.,15,4,0,0,0,0,0,0,26,29,26,54.1,1.4,0,12.82,8.41,57.66,1.42,0,13.4,6.89
255,12-sept.,13,0,12,0,0,0,0,0,19,32,24,53.61,1.39,0,12.64,8.93,57.24,1.36,0,14.04,6.71
256,13-sept.,25,5,8,0,0,0,0,0,26,37,0,54.2,1.51,0,11.8,9.35,53.98,1.6,0,13.95,8.02
257,14-sept.,27,17,5,0,0,0,0,0,18,33,0,53.37,1.54,0,12.98,9.13,58.1,1.53,0,11.88,6.69
258,15-sept.,17,30,5,0,0,0,0,0,12,26,11,51.35,1.68,0,13.93,9.47,54.63,1.7,0,15.32,7.25
259,16-sept.,27,22,10,0,0,0,0,0,19,15,7,50.13,1.74,0,13.84,9.74,50.36,1.76,0,16.42,9.06
260,17-sept.,28,31,9,0,0,0,0,15,0,18,0,51.84,1.64,0,15.33,9.92,49.52,1.7,0,18.15,8.5
261,18-sept.,17,33,9,0,0,0,0,12,0,25,4,51.45,1.56,0,15.66,9.53,52.68,1.6,0,17.13,8.39
262,19-sept.,19,26,9,0,0,0,0,4,0,31,11,52.25,1.46,0,16,8.74,54.43,1.22,0,15.59,7.1
263,20-sept.,13,18,9,0,0,0,0,20,0,23,17,51.79,1.5,0,14.53,9.42,50.3,1.43,0,17.24,7.24
264,21-sept.,7,19,10,0,0,0,0,26,0,20,19,51.62,1.56,0,15.05,9.96,52.08,1.66,0,16.2,7.97
265,22-sept.,3,25,17,0,0,0,0,17,6,19,13,50.05,1.7,0,14.9,10.27,48.39,1.6,0,17.67,8.29
266,23-sept.,10,24,4,0,0,0,0,11,13,19,19,50.48,1.67,0,14.77,9.98,49.04,1.56,0,18.9,8.09
267,24-sept.,7,8,5,0,0,0,0,26,18,13,23,50.4,1.72,0,13.44,10.4,48.03,1.96,0,17.56,9.19
268,25-sept.,13,1,2,0,0,0,0,36,20,20,8,51,1.76,0,12.64,10.43,51.54,1.93,0,12.82,10.1
269,26-sept.,10,5,6,0,0,0,0,22,15,24,18,51.57,1.58,0,13.2,9.51,52.4,1.58,0,12.76,9.56
270,27-sept.,15,16,10,0,0,0,0,23,4,17,14,50.65,1.71,0,14.31,10.05,52.11,1.4,0,18.8,7.52
271,28-sept.,19,17,10,0,0,0,3,0,25,16,10,50.99,1.76,0,14.01,9.8,53.27,1.38,0,12.94,9.2
272,29-sept.,21,23,8,0,0,0,9,0,34,0,6,49.41,2.01,0,13.94,11.06,51.36,1.68,0,13.65,8.89
273,30-sept.,22,19,3,0,0,0,0,38,0,0,18,49.33,1.88,0,14.05,11.22,51.11,1.97,0,15.41,9.56
274,1-oct.,17,22,1,0,0,0,0,9,34,0,16,50.34,1.85,0,13.78,11.35,52.55,1.82,0,13.1,9.76
275,2-oct.,17,17,0,0,0,0,0,0,39,9,18,51.44,1.75,0,13.62,10.5,54.71,1.47,0,14.19,6.69
276,3-oct.,23,35,0,0,0,0,0,0,7,20,15,51.41,1.54,0,14.65,9.16,50.05,1.57,0,15.37,8.46
277,4-oct.,7,40,0,0,0,0,0,0,28,10,14,49.89,1.75,0,14.51,10.73,53.47,1.28,0,15.37,7.45
278,5-oct.,7,30,0,0,0,0,0,0,49,3,11,49.47,1.93,0,12.81,11.69,49.63,1.44,0,13.76,10.31
279,6-oct.,14,30,7,0,0,0,0,14,23,0,12,48.82,1.87,0,13.66,11.69,49.99,1.57,0,15.11,10.13
280,7-oct.,6,21,18,0,0,0,0,24,20,0,11,48.09,1.91,0,13.55,12.05,49.41,1.77,0,13.28,10.94
281,8-oct.,10,35,0,0,0,0,0,21,20,0,14,49.01,1.87,0,13.65,11.86,45.9,1.73,0,13.56,12.42
282,9-oct.,11,39,3,0,0,0,0,20,19,0,9,48.87,1.88,0,13.49,11.94,47.83,1.81,0,14.11,11.85
283,10-oct.,7,36,12,0,0,0,0,7,26,0,13,48.51,1.87,0,13.99,11.8,49.39,1.58,0,14,9.53
284,11-oct.,3,32,4,0,0,0,0,19,17,10,15,49.55,1.74,0,14.19,11.07,50.21,1.84,0,12.89,12.37
285,12-oct.,0,33,0,0,0,0,0,2,17,28,20,51.48,1.5,0,15.45,9.38,50.36,1.54,0,13.74,7.5
286,13-oct.,0,14,0,0,0,0,15,11,0,24,37,50.8,1.46,0,17.21,8.4,53.07,1.24,0,17.16,7.17
287,14-oct.,0,40,0,0,0,0,17,2,1,18,22,49.15,1.6,0,17.33,9.41,49.65,1.49,0,18.72,7.69
288,15-oct.,0,41,2,0,0,0,0,2,17,21,16,49.7,1.62,0,14.67,10.31,49.1,1.53,0,13.4,8.93
289,16-oct.,0,41,0,0,0,0,0,23,16,20,0,49.61,1.77,0,13.43,11.36,52.24,1.6,0,12.6,7.88
290,17-oct.,0,22,0,0,0,0,0,34,23,21,0,50.74,1.83,0,11.81,11.57,52.18,1.91,0,10.56,10.54
291,18-oct.,0,27,3,0,0,0,0,26,20,23,0,51.01,1.79,0,13.24,11.37,55.28,1.79,0,10.62,9.33
292,19-oct.,0,44,0,0,0,0,0,12,18,26,0,51.63,1.7,0,14.33,10.75,51.15,1.89,0,11.77,10.3
293,20-oct.,0,27,0,0,0,0,0,17,32,24,0,51.71,1.79,0,12.78,11.15,49.82,1.71,0,13.68,9.23
294,21-oct.,0,29,2,0,0,0,0,0,52,17,0,50.33,1.74,0,11.75,11.38,55.8,1.54,0,12.84,6.55
295,22-oct.,0,27,8,0,0,0,16,4,11,33,0,51.73,1.65,0,12.8,10.1,52.93,1.78,0,12.87,9.43
296,23-oct.,2,19,7,0,0,0,0,0,52,20,0,50.76,1.78,0,11.54,11.28,53.82,1.75,0,12.44,8.85
297,24-oct.,11,27,5,0,0,0,9,0,37,11,0,49.85,1.83,0,12.84,11.13,52.83,1.92,0,10.66,9.13
298,25-oct.,12,22,8,0,0,0,11,0,26,21,0,51.07,1.71,0,13.62,10.26,52.8,1.96,0,10.6,9.33
299,26-oct.,11,20,7,0,0,0,12,0,30,20,0,50.83,1.75,0,13.44,10.42,55.89,1.87,0,9,9.13
300,27-oct.,12,26,8,0,0,0,7,0,27,19,0,50.87,1.71,0,13.22,10.48,52.52,1.94,0,10.4,10.82
301,28-oct.,13,28,9,0,0,0,8,0,18,23,0,51.31,1.64,0,13.86,10.05,52.09,1.89,0,12.47,9.84
302,29-oct.,12,25,6,0,0,8,0,0,19,31,0,52.4,1.51,0,13.85,9.43,57.69,1.48,0,12.49,6.44
303,30-oct.,11,25,9,0,0,13,0,0,18,25,0,51.62,1.56,0,14.13,9.64,54.48,1.68,0,12.52,7.69
304,31-oct.,16,29,7,0,0,14,0,0,24,9,0,50.38,1.69,0,14.1,10.58,51.92,1.9,0,14.54,8.92
305,1-nov.,16,31,2,0,0,14,0,0,20,16,0,52.22,1.58,0,14.45,8.17,49.87,1.9,0,16.35,9.77
306,2-nov.,11,23,3,0,0,18,0,0,17,23,5,52.05,1.53,0,14.63,8.18,51.31,1.73,0,13.62,8.35
307,3-nov.,16,2,9,0,0,16,0,0,17,21,20,52.23,1.49,0,14.24,8.33,56.65,1.56,0,0,7.42
308,4-nov.,15,5,12,0,0,16,0,0,32,7,13,50.81,1.71,0,13.4,9.44,54.12,1.54,0,0,7.76
309,5-nov.,12,10,5,0,0,14,0,0,21,18,19,51.84,1.55,0,14.04,8.71,53.88,1.7,0,0,8.39
310,6-nov.,14,11,7,0,0,13,0,0,17,17,21,51.71,1.54,0,14.3,8.68,56.57,1.5,0,0,8.03
311,7-nov.,15,1,2,0,0,16,0,0,12,26,28,53.17,1.41,0,14.79,7.75,52.96,1.71,0,0,11.27
312,8-nov.,13,3,8,0,0,12,0,0,14,31,20,51.99,1.49,0,15.34,8.26,53.35,1.74,0,10.25,13.21
313,9-nov.,14,5,2,0,0,13,0,0,26,19,19,51.99,1.6,0,14.45,8.71,56.85,1.43,0,14.7,6.88
314,10-nov.,13,2,15,0,0,16,0,0,15,10,29,52.08,1.5,0,13.83,8.35,56.89,1.51,0,13.84,6.54
315,11-nov.,13,0,16,0,0,12,0,0,14,29,16,51.53,1.53,0,15.09,8.48,55.78,1.47,0,14.76,6.96
316,12-nov.,27,0,16,0,0,0,0,0,23,21,14,50.91,1.7,0,14.72,9.4,51.87,1.53,0,17.62,7.8
317,13-nov.,27,0,14,0,0,0,0,0,27,17,15,51.43,1.73,0,14.42,9.32,55.89,1.45,0,12.26,7.1
318,14-nov.,35,0,10,0,0,0,0,0,0,21,34,51.83,1.5,0,16.34,8.06,53.69,1.55,0,13.25,8.36
319,15-nov.,29,0,15,0,0,0,0,0,0,30,26,53.01,1.42,0,14.55,7.49,55.89,1.31,0,14.28,7.28
320,16-nov.,28,7,2,0,0,0,0,29,13,12,10,51.83,1.7,0,13.06,9.9,52.79,1.26,0,13.08,10.21
321,17-nov.,28,16,4,0,2,4,0,17,10,19,1,51.76,1.69,0,13.03,9.44,52.42,1.55,0,14.48,9.7
322,18-nov.,13,3,3,0,9,17,0,15,10,25,5,52.63,1.63,0,13.97,8.6,53.4,1.48,0,11.61,9.05
323,19-nov.,14,4,2,0,9,22,0,9,10,19,11,51.82,1.69,0,14.52,8.44,55.37,1.34,0,12.81,7.24
324,20-nov.,13,10,0,0,10,20,0,6,14,19,8,51.94,1.68,0,13.98,8.41,55.91,1.4,0,12.04,6.97
325,21-nov.,11,19,0,0,9,14,0,0,9,20,19,51.72,1.56,0,14.44,8.25,56.23,1.67,0,13.1,9.05
326,22-nov.,13,0,2,0,9,18,0,0,15,25,19,52.73,1.59,0,14.55,7.81,54.28,1.6,0,12.85,7.83
327,23-nov.,14,3,1,0,10,17,0,0,16,21,18,52.54,1.61,0,14.45,7.97,55.86,1.51,0,13.22,7.8
328,24-nov.,16,10,3,0,10,17,0,0,20,16,8,51.84,1.71,0,13.8,8.54,54.24,1.68,0,14.71,8.31
329,25-nov.,14,9,3,0,9,15,0,9,20,18,3,52.56,1.62,0,12.75,8.69,54.5,1.59,0,12.43,8.71
330,26-nov.,11,0,5,0,12,25,0,7,17,23,0,53.34,1.56,0,11.98,7.95,48.92,1.82,0,12.3,9.29
331,27-nov.,12,2,7,0,9,23,0,8,17,23,0,51.98,1.63,0,13.71,7.68,53.67,1.61,0,13.54,8.74
332,28-nov.,10,13,0,0,3,20,0,16,18,19,0,51.19,1.68,0,14.35,8.06,51.79,1.74,0,14.76,9.08
333,29-nov.,12,5,3,0,10,21,0,7,23,20,0,51.97,1.68,0,14.13,8.05,48.75,1.78,0,14.59,9.01
334,30-nov.,9,9,0,0,8,18,0,12,6,35,5,53.48,1.46,0,13.35,8.2,56.42,1.52,0,17.85,6.1
335,1-déc.,17,4,10,0,7,26,0,0,0,22,14,53.03,1.47,0,14.3,8.16,53.29,1.63,0,12.94,8.7
336,2-déc.,22,3,7,7,0,19,0,0,5,28,8,53.46,1.55,0,13.47,8.45,53.6,1.34,0,14.15,8.45
337,3-déc.,23,9,0,16,0,15,0,0,4,28,5,52.53,1.55,0,13.98,8.1,53.09,1.42,0,12.58,8.27
338,4-déc.,19,12,0,12,0,19,0,0,14,21,4,52.17,1.65,0,13.77,8.48,53.6,1.6,0,13.89,8.48
339,5-déc.,16,14,0,8,0,13,0,0,12,16,22,52.08,1.59,0,14.29,8.29,53.51,1.59,0,11.46,8.6
340,6-déc.,18,2,0,12,0,15,0,0,21,30,2,52.32,1.64,0,13.61,8.21,55.39,1.36,0,11.59,8.29
341,7-déc.,17,2,1,20,0,17,0,0,0,33,11,52.68,1.49,0,14.42,7.54,53.92,1.49,0,12.74,8.28
342,8-déc.,18,1,9,14,0,12,0,0,8,38,0,52.09,1.58,0,13.89,8.12,54.08,1.69,0,9.99,8.94
343,9-déc.,18,1,9,8,0,8,0,0,13,36,8,52.72,1.47,0,13.98,8.01,54.4,1.47,0,14.19,6.9
344,10-déc.,21,4,5,10,0,12,0,0,11,27,10,52.92,1.45,0,13.6,8.25,54.52,1.21,0,12.24,8.31
345,11-déc.,18,9,3,3,0,18,0,0,12,21,15,52.42,1.44,0,13.47,8.74,54.07,1.03,0,12.57,7.62
346,12-déc.,19,8,4,5,0,14,0,0,20,19,11,51.99,1.6,0,13.18,8.99,54.71,1.15,0,12.47,8.17
347,13-déc.,12,8,3,0,4,16,0,0,15,19,22,51.19,1.6,0,14.3,8.79,54.28,1.26,0,11.5,8.78
348,14-déc.,0,3,7,0,4,16,0,0,25,15,30,50.98,1.61,0,14.24,8.76,52.37,1.18,0,13.64,9.46
349,15-déc.,0,6,8,0,5,24,0,0,23,17,17,50.48,1.65,0,14.35,8.96,52.86,1.4,0,15.61,7.77
350,16-déc.,0,5,4,21,6,5,0,0,20,19,20,51.73,1.58,0,13.26,8.3,52.79,1.26,0,14.9,8.32
351,17-déc.,0,4,5,15,0,15,0,0,26,14,20,51,1.66,0,13.86,8.66,51.88,1.31,0,13,8.74
352,18-déc.,0,9,5,14,0,16,0,0,24,18,15,51.02,1.66,0,13.86,8.75,55.82,1.35,0,17.87,5.87
353,19-déc.,1,6,6,13,0,9,0,0,39,22,4,51.59,1.7,0,12.5,9.03,52.81,1.31,0,14.31,9.19
