,Date,SM-BO,SM-MZ,MAT-NIF,SFA,DSP,C2 Sup,C4 inf,C5 supA,C5 inf,C6 s+m,C6 inf,BPL,MgO,Fe2O3,SiO2,CO2,BPLnif,MgOnif,Fe2O3nif,SiO2nif,CO2nif
354,20-déc.,12,3,6,12,7,0,0,0,23,23,14,53.44,1.52,0,11.99,8.48,52.61,1.48,0,10.62,10.52
355,21-déc.,0,5,6,11,0,0,0,15,26,25,13,53.64,1.52,0,11.35,8.62,52.84,1.27,0,11.66,9.84
356,22-déc.,21,3,9,0,0,3,0,5,21,17,22,52.81,1.55,0,13.43,8.57,53.32,1.19,0,11.31,8.24
357,23-déc.,7,11,5,6,0,15,0,5,27,22,3,52.13,1.59,0,12.62,9.08,54.85,1.06,0,11.59,8.88
358,24-déc.,0,14,3,15,0,13,0,0,33,16,5,51.76,1.6,0,11.44,9.35,52.47,1.05,0,13.99,11.23
359,25-déc.,2,10,4,13,0,14,0,8,35,11,2,51.32,1.75,0,11.61,9.64,54.61,1.01,0,12.62,9.22
360,26-déc.,18,4,17,0,0,11,0,10,29,12,0,51.03,1.77,0,12.45,9.97,52.35,1.46,0,8.43,11.53
361,27-déc.,16,0,8,1,0,15,0,13,33,14,0,51.63,1.72,0,12.03,9.8,52.55,1.48,0,7.37,11.44
362,28-déc.,14,16,7,0,0,11,0,14,22,16,0,51.32,1.72,0,12.66,9.81,51.62,1.55,0,11.31,10.14
363,29-déc.,16,16,6,0,0,15,0,12,20,15,0,51.04,1.75,0,13.47,9.66,52.17,1.27,0,12.73,0
364,30-déc.,14,14,6,8,0,5,0,14,22,17,0,51.26,1.75,0,11.82,9.93,52.3,1.76,0,11.1,9.67
365,31-déc.,11,21,6,15,0,0,0,16,16,14,0,50.7,1.8,0,12.33,9.75,52.52,1.34,0,13.64,8.79
"(nan, nan)",Date,% par provenance,0,0,0,0,0,0,0,0,0,0,Simulé,0,0,0,0,NIF,0,0,0,0
"(nan, nan)",0,SM-BO,SM-MZ,MAT-NIF,SFA,DSP,C2S+M,C4,C5 SupA,C5 inf,C6 s+m,C6 inf,BPL ,MgO ,MO,SiO2 ,CO2,BPL ,MgO ,MO,SiO2 ,CO2
"(2022.0, 'Janvier')",1-janv.,12,17,6,12,0,0,0,14,12,15,12,51.33,1.66,-,12.65,9.33,51.18,1.51,0,13.7,9.53
"(nan, nan)",2-janv.,11,12,20,6,0,5,0,9,7,15,14,50.75,1.67,-,14.04,8.89,53.78,1.61,0,13.85,9.35
"(nan, nan)",3-janv.,1,3,13,9,0,6,0,18,17,16,17,51.58,1.63,-,12.29,9.22,51.82,1.52,0,12.43,9.94
"(nan, nan)",4-janv.,0,8,11,13,0,12,0,12,12,14,18,51.52,1.62,-,12.87,9.01,51.25,1.57,0,14.98,9.36
"(nan, nan)",5-janv.,0,18,5,15,0,9,0,11,15,18,8,52,1.55,-,13.5,8.81,51.66,1.46,0,13.7,8.94
"(nan, nan)",6-janv.,0,12,10,11,0,19,19,0,7,13,10,51.82,1.55,-,14.18,8.37,51.63,1.48,0,14.47,8.76
"(nan, nan)",7-janv.,0,12,15,7,0,11,5,12,13,17,7,51.27,1.62,-,12.55,9.42,52.61,1.41,0,13.28,8.93
"(nan, nan)",8-janv.,0,18,6,11,0,13,7,13,12,12,6,51.52,1.63,-,13.27,8.96,51.85,1.35,0,12.83,8.83
"(nan, nan)",9-janv.,0,10,10,16,0,13,0,17,12,22,0,52.93,1.67,-,12.1,8.61,54.76,1.61,0,12.81,8.77
"(nan, nan)",10-janv.,0,12,4,16,0,12,12,5,10,20,9,52.21,1.61,-,14.17,8.15,53.93,1.91,0,10.67,7.72
"(nan, nan)",11-janv.,0,17,1,9,0,11,8,6,10,31,6,50.98,1.76,-,14.19,8.28,55.4,1.85,0,13.73,7.71
"(nan, nan)",12-janv.,3,19,0,8,0,6,7,9,12,29,6,52.07,1.55,-,14.32,8.14,53.74,1.93,-,13.36,8.32
"(nan, nan)",13-janv.,11,5,0,6,0,7,10,19,16,25,0,51.95,1.8,-,12.94,8.9,53.56,1.9,0,12.94,8.18
"(nan, nan)",14-janv.,12,7,0,0,0,6,0,30,15,32,0,52.62,1.71,-,11.77,9.6,53.45,1.82,0,14,8.08
"(nan, nan)",15-janv.,11,2,0,0,0,8,0,21,21,28,9,52.69,1.67,-,12.42,9.25,53.95,1.44,0,12.78,8.87
"(nan, nan)",16-janv.,9,0,0,0,0,17,0,0,39,36,0,53.79,1.55,-,12.98,8.78,55.74,1.5,0,12.9,7.71
"(nan, nan)",17-janv.,9,8,0,0,0,0,0,14,37,30,2,52.9,1.56,-,13.09,8.02,52.75,1.54,0,12.4,8.53
"(nan, nan)",18-janv.,3,4,5,0,0,0,0,11,32,37,10,52.54,1.56,-,12.57,8.97,54.92,1.59,0,12.54,8.6
"(nan, nan)",19-janv.,12,3,3,0,0,2,0,10,26,31,14,52.41,1.58,-,13.22,8.74,56.76,1.6,0,11.08,8.77
"(nan, nan)",20-janv.,11,0,0,0,0,7,0,10,26,33,13,52.97,1.55,-,12.75,8.66,54.65,1.33,0,7.6,11.35
"(nan, nan)",21-janv.,7,7,0,0,0,8,0,7,22,37,12,53.03,1.48,-,12.87,8.59,55.94,1.58,0,13.26,7.55
"(nan, nan)",22-janv.,8,6,0,0,0,9,0,8,32,30,7,52.74,1.6,-,12.33,9,54.79,1.59,0,14.84,7.17
"(nan, nan)",23-janv.,12,31,0,3,0,3,0,2,18,19,11,51.89,1.57,-,12.91,8.92,55.96,1.76,0,11.36,8.16
"(nan, nan)",24-janv.,7,17,3,0,0,9,0,0,34,26,5,52.49,1.59,-,12.96,8.47,55.76,1.72,-,12.48,8.06
"(nan, nan)",25-janv.,2,18,2,4,0,10,0,6,32,19,7,52.11,1.63,-,13.34,8.62,52.22,1.81,-,13.6,8.46
"(nan, nan)",26-janv.,0,16,2,11,0,7,0,1,38,25,0,52.34,1.64,-,11.78,9.44,56.08,1.76,-,13.3,7.64
"(nan, nan)",27-janv.,0,18,1,15,0,0,0,0,29,29,7,52.35,1.57,-,11.64,9.59,56.7,1.88,-,11.42,9.15
"(nan, nan)",28-janv.,0,14,8,7,0,10,0,0,37,24,0,54.14,1.83,-,12.87,3.75,53.78,2.1,-,10.4,2.1
"(nan, nan)",29-janv.,0,16,11,0,0,21,0,0,19,34,0,55.49,1.63,-,12.63,11,54.79,1.76,0,7.86,11.17
"(nan, nan)",30-janv.,0,12,16,0,0,29,0,0,15,27,0,53.49,1.77,-,13.72,6.2,55.67,1.74,0,13.04,7.5
"(nan, nan)",31-janv.,0,14,16,0,0,27,0,0,15,27,0,52.8,1.75,-,12.57,5.87,52.51,1.81,0,14.65,8.74
"(nan, 'Fevrier')",1-févr.,11,18,3,3,0,16,0,0,23,26,0,53.89,1.69,0,13.38,4.4,55.31,1.66,0,12.23,8.19
"(nan, nan)",2-févr.,0,15,0,24,11,0,0,0,29,21,0,53.67,1.69,0,11.82,8.39,52.36,1.75,0,14.69,9.22
"(nan, nan)",3-févr.,0,15,0,23,12,0,0,0,21,26,4,53.53,1.61,0,11.91,8.15,53.53,1.82,0,11.86,10.96
"(nan, nan)",4-févr.,0,13,0,8,5,1,0,0,36,36,0,54.33,1.57,0,11.62,6.9,53.34,1.72,0,10.57,9.16
"(nan, nan)",5-févr.,0,23,0,0,0,0,0,0,37,32,8,53.16,1.62,0,12.09,7.31,54.67,1.53,0,15.77,7.24
"(nan, nan)",6-févr.,0,11,0,0,0,0,0,3,39,32,16,53.34,1.55,0,12.35,6.84,54.47,1.58,0,12.38,8.88
"(nan, nan)",7-févr.,3,9,0,0,0,4,0,6,32,41,4,54.36,1.47,0,11.6,6.41,51.24,1.54,0,14.94,8.51
"(nan, nan)",8-févr.,8,9,0,0,0,9,0,2,23,33,14,54.3,1.37,0,13.04,6.07,51.11,1.68,0,17.04,8.44
"(nan, nan)",9-févr.,9,4,0,0,3,9,0,0,27,27,21,53.28,1.57,0,13.37,6.76,51.3,1.38,0,17.52,8.03
"(nan, nan)",10-févr.,0,4,3,0,19,0,0,0,23,25,28,53.81,1.5,0,13.69,7.39,52.65,1.41,0,15.61,8.65
"(nan, nan)",11-févr.,5,0,4,2,8,0,0,0,28,34,19,53.5,1.53,0,13.78,6.98,54.48,1.4,0,12.88,8.53
"(nan, nan)",12-févr.,4,2,0,0,9,0,0,0,33,36,16,53.78,1.56,0,13.53,7.31,50.58,1.44,0,16.17,7.86
"(nan, nan)",13-févr.,7,5,0,0,4,0,0,0,35,34,14,53.06,1.52,0,13.5,8.22,53.13,1.33,0,14.42,8.23
"(nan, nan)",14-févr.,0,4,0,11,0,0,0,0,36,36,14,53.34,1.54,0,12.74,7.42,49.6,1.25,0,17,8.47
"(nan, nan)",15-févr.,0,6,0,12,0,0,0,0,34,33,15,52.88,1.58,0,13.03,8.12,57.2,0.97,0,14.78,6.81
"(nan, nan)",16-févr.,0,0,0,15,0,0,0,0,23,50,12,54.56,1.37,0,13.55,7.29,51.79,1.33,0,12.57,8.26
"(nan, nan)",17-févr.,0,0,0,17,0,0,0,15,23,32,13,52.81,1.6,0,12.95,8.87,54.54,1.3,0,13.64,7.22
"(nan, nan)",18-févr.,0,7,0,12,0,0,0,26,16,24,15,52.04,1.65,0,13.1,9.36,53.27,1.19,0,15.06,7.86
"(nan, nan)",19-févr.,0,5,0,12,14,0,0,11,18,28,11,53.48,1.51,0,12.1,9.02,54.19,1.55,0,14.06,8.18
"(nan, nan)",20-févr.,0,9,0,2,8,0,0,32,6,33,9,53.34,1.48,0,12.92,9.31,55.12,1.39,0,14.05,6.05
"(nan, nan)",21-févr.,9,1,0,1,22,0,0,9,18,31,9,53.81,1.45,0,12.74,8.98,55.59,1.29,0,13.57,7.58
"(nan, nan)",22-févr.,12,3,0,6,4,15,0,10,18,26,6,52.42,1.55,0,14.7,8.54,53.39,1.51,0,13.16,8.86
"(nan, nan)",23-févr.,8,8,0,0,3,7,0,16,17,29,12,52.19,1.61,0,14.46,8.66,52.22,1.52,0,14.89,8.81
"(nan, nan)",24-févr.,8,11,0,0,4,9,0,10,22,27,9,51.73,1.7,0,14.51,8.59,53.03,1.31,0,14.72,8.98
"(nan, nan)",25-févr.,4,14,0,0,4,4,0,0,54,20,0,51.19,1.86,0,11.76,9.67,51.28,1.67,0,15.27,8.88
"(nan, nan)",26-févr.,0,10,0,0,9,9,0,0,40,33,0,52.4,1.67,0,11.72,9.4,50.6,1.6,0,14.82,5.61
"(nan, nan)",27-févr.,0,12,0,0,6,6,0,0,35,40,0,52.3,1.62,0,11.63,9.46,54.81,1.58,0,13.13,8.33
"(nan, nan)",28-févr.,0,22,0,0,12,14,0,0,29,24,0,52.37,1.68,0,12.51,8.81,53.41,1.65,0,12.4,8.71
"(nan, 'Mars')",1-mars,0,9,0,0,0,19,0,0,42,30,0,52.8,1.64,0,12.65,9.56,51.83,1.43,0,14.09,8.57
"(nan, nan)",2-mars,3,13,0,0,0,17,0,0,38,29,0,51.8,1.7,0,13.5,9.67,53.98,1.63,0,12.48,8.43
"(nan, nan)",3-mars,5,19,0,0,11,14,0,0,28,23,0,51.25,1.75,0,13.12,10.48,52.85,1.69,0,12.04,8.6
"(nan, nan)",4-mars,0,0,0,0,0,26,0,0,51,23,0,52.29,1.67,0,12.76,9.93,51.55,1.57,-,12.32,10.07
"(nan, nan)",5-mars,0,0,0,0,0,34,0,17,12,20,18,52.09,1.54,0,14.34,9.18,50.59,1.52,-,15.81,8.57
"(nan, nan)",6-mars,0,5,0,0,0,41,0,0,0,28,26,52.78,1.31,0,15.3,7.84,52.48,1.27,0,15.81,7.8
"(nan, nan)",7-mars,0,4,0,0,0,27,0,8,18,29,15,52.57,1.46,0,13.82,9.19,53.18,1.67,0,11.47,7.8
"(nan, nan)",8-mars,0,0,0,0,0,28,0,28,0,32,12,52.37,1.46,0,13.93,9.56,53.58,1.56,-,14.07,8.53
"(nan, nan)",9-mars,0,0,0,3,0,28,0,27,0,31,12,52.41,1.47,0,13.91,9.54,50.47,1.44,-,14.4,8.43
"(nan, nan)",10-mars,0,4,0,15,0,16,0,23,0,28,13,52.66,1.53,0,13.22,9.93,52.51,1.31,-,8,8.08
"(nan, nan)",11-mars,0,20,0,9,0,9,0,4,17,31,10,52.42,1.5,0,12.24,9.41,55.59,1.62,-,13.23,8.27
"(nan, nan)",12-mars,0,24,0,2,0,15,0,0,30,26,4,52.11,1.55,0,11.74,8.98,55.06,1.45,0,14.3,7.95
"(nan, nan)",13-mars,0,8,0,1,0,28,0,0,38,24,0,52.47,1.63,0,11.81,7.77,53.81,1.85,-,12.82,8.02
"(nan, nan)",14-mars,0,0,0,0,5,5,0,0,66,24,0,52.73,1.83,0,9.25,8.06,55.56,2.17,-,11.25,8.48
"(nan, nan)",15-mars,0,4,0,0,6,11,0,0,39,34,6,53.45,1.63,0,10.9,7.47,54.88,1.64,-,17.05,6.39
"(nan, nan)",16-mars,5,0,0,0,5,2,0,0,37,38,12,54.74,1.61,0,10.86,7.07,55.88,1.86,-,4.79,11.9
"(nan, nan)",17-mars,13,0,0,0,8,0,0,0,31,37,10,54.93,1.56,0,10.63,7.13,55.77,1.89,-,10.62,9.11
"(nan, nan)",18-mars,11,36,0,0,13,0,0,0,15,8,17,50.97,1.89,0,12.68,9.23,53.19,2.09,-,11.56,9.46
"(nan, nan)",19-mars,12,0,0,0,14,0,0,0,36,34,4,54.44,1.66,0,10.28,7.77,51.44,1.64,-,9.9,11.71
"(nan, nan)",20-mars,0,0,0,0,13,11,0,0,36,40,0,54.6,1.62,0,10.8,7.36,56.27,1.45,-,-,6.73
"(nan, nan)",21-mars,0,0,0,0,0,18,0,0,43,27,12,53.73,1.7,0,11.75,7.2,56.47,2.1,-,-,8.28
"(nan, nan)",22-mars,0,3,0,0,7,6,0,0,37,35,12,54.59,1.56,0,11.04,7.26,52.91,1.59,0,14.63,7.52
"(nan, nan)",23-mars,0,0,0,0,0,0,0,0,0,100,0,58,0.95,0,11.23,4.95,51.66,1.54,0,12.75,9.28
"(nan, nan)",24-mars,0,1,0,0,10,0,11,4,43,26,5,53.72,1.68,0,11.72,7.51,53.22,1.89,0,12.84,8.67
"(nan, nan)",25-mars,0,10,0,0,18,0,0,0,28,30,15,53.17,1.69,0,11.73,8.07,55.94,1.81,-,9.81,9.36
"(nan, nan)",26-mars,0,17,0,0,12,0,0,4,28,28,11,52.33,1.73,0,12.47,8.46,56.69,1.76,0,10.54,8.81
"(nan, nan)",27-mars,0,5,0,0,10,0,0,24,13,38,9,52.48,1.56,0,15.58,7.6,55.53,1.72,0,13.52,8.22
"(nan, nan)",28-mars,0,2,0,0,2,4,0,12,36,39,4,53.57,1.66,0,13.05,7.6,56.51,1.99,0,10.82,5.44
"(nan, nan)",29-mars,0,10,0,0,12,12,0,5,17,34,9,54,1.5,0,13.65,8.16,55.8,1.61,0,9.96,7.4
"(nan, nan)",30-mars,0,26,0,0,12,13,0,7,2,27,13,53.62,1.55,0,11.65,7.78,56.23,1.49,0,10.32,7.83
"(nan, nan)",31-mars,0,10,0,0,10,14,0,9,19,39,0,54.68,1.59,0,10.44,7.56,51.11,1.24,0,15.13,8.11
"(nan, 'Avril')",1-avr.,0,13,0,0,0,25,3,0,11,48,0,55.44,1.47,0,11.8,6.44,52.21,1.49,0,13.4,9.16
"(nan, nan)",2-avr.,0,24,0,0,0,15,5,0,13,43,0,54.83,1.5,0,11.41,6.82,55.68,1.53,0,12.41,7.84
"(nan, nan)",3-avr.,0,26,0,0,0,13,0,0,16,45,0,55.32,1.53,0,11.78,7.72,57,1.59,0,11.56,7.76
"(nan, nan)",4-avr.,0,33,0,0,0,6,0,0,34,28,0,53.79,1.63,0,11.71,8.31,57.46,1.41,0,10.92,8.01
"(nan, nan)",5-avr.,0,25,0,0,0,10,2,0,38,25,0,53.09,1.69,0,12.54,8.52,57.89,0.92,0,11.78,7.67
"(nan, nan)",6-avr.,0,30,6,0,0,6,2,0,23,32,0,53.99,1.63,0,11.99,8.07,54.58,1.44,0,12.56,8.27
"(nan, nan)",7-avr.,0,11,5,0,0,10,0,0,44,30,0,53.65,1.68,0,11.34,8.56,51.57,1.49,0,11.15,0
"(nan, nan)",8-avr.,0,17,2,6,0,4,0,0,39,31,0,54.34,1.69,0,11.22,8.56,52.77,1.46,0,0,0
"(nan, nan)",9-avr.,0,10,0,12,0,0,7,0,32,39,0,54.8,1.59,0,12.31,7.94,52.53,1.48,0,0,11.14
"(nan, nan)",10-avr.,0,20,0,11,0,6,4,0,23,37,0,55.24,1.57,0,12.16,8.22,55.05,1.46,0,12.6,9.93
"(nan, nan)",11-avr.,0,4,7,12,0,0,21,0,25,31,0,55.11,1.61,0,13.87,8.97,51.59,1.51,0,0,9.76
"(nan, nan)",12-avr.,6,19,4,5,0,0,13,0,16,38,0,55.28,1.49,0,13.48,8.38,53.49,1.46,0,11.51,0
"(nan, nan)",13-avr.,12,15,10,1,0,4,8,0,20,29,0,53.81,1.59,0,12.8,8.67,55,1.2,0,11.86,0
"(nan, nan)",14-avr.,9,16,11,3,0,14,9,0,13,24,0,53.12,1.65,0,12.03,8.84,54.4,1.62,0,12.74,9.06
"(nan, nan)",15-avr.,1,15,2,5,11,5,1,0,25,35,0,54.64,1.55,0,11.9,8.07,55.42,1.57,0,12.01,0
"(nan, nan)",16-avr.,5,21,2,4,0,9,0,0,27,32,0,54.17,1.55,0,11.75,7.99,57.17,1.54,0,11.17,0
"(nan, nan)",17-avr.,0,11,7,8,0,8,0,0,21,29,17,53.75,1.55,0,12.87,8.32,56.71,1.32,0,14.42,0
"(nan, nan)",18-avr.,0,25,3,12,0,0,0,0,35,11,13,52.93,1.79,0,12.78,9,54.12,1.5,0,13.29,0
"(nan, nan)",19-avr.,0,4,14,10,0,0,0,0,36,26,10,53.04,1.69,0,11.73,8.96,55.57,1.62,0,12.76,0
"(nan, nan)",20-avr.,0,7,8,12,0,0,0,0,30,27,17,53.61,1.62,0,12.31,8.75,55.19,1.6,0,12.63,0
"(nan, nan)",21-avr.,0,10,12,11,0,7,0,0,25,25,10,53.38,1.63,0,12.28,9.05,54.23,1.55,0,17.33,0
"(nan, nan)",22-avr.,0,16,8,8,0,11,0,0,24,22,11,53.42,1.61,0,12.75,8.93,54.66,1.7,0,11.35,0
"(nan, nan)",23-avr.,0,2,4,10,0,4,0,8,21,26,25,53.65,1.56,0,12.62,8.37,55.76,1.48,0,11.84,0
"(nan, nan)",24-avr.,0,14,0,12,0,5,0,4,19,27,19,55.13,1.6,0,13.01,8.05,53.37,1.8,0,11.67,0
"(nan, nan)",25-avr.,0,7,3,10,0,0,0,14,16,28,22,53.82,1.62,0,12.01,7.37,55.77,1.64,0,13.45,0
"(nan, nan)",26-avr.,0,25,3,15,0,0,0,24,0,26,8,53.91,1.74,0,11.98,6.34,56.95,1.42,0,12.71,0
"(nan, nan)",27-avr.,0,27,0,11,0,0,0,27,0,23,12,53.54,1.72,0,12.42,6.41,53.76,1.73,0,12.32,0
"(nan, nan)",28-avr.,0,2,4,11,0,0,0,39,13,26,6,52.71,1.78,0,10.65,6.32,51.57,1.86,0,13.01,0
"(nan, nan)",29-avr.,0,1,10,13,0,10,0,10,21,24,11,52.82,1.63,0,12.36,8.19,52.01,1.68,0,11.22,0
"(nan, nan)",30-avr.,0,1,10,13,0,10,0,10,21,24,11,53.82,1.64,0,11.48,7.89,54.41,1.14,0,12.83,0
"(nan, 'Mai')",1-mai,0,13,1,10,0,0,0,7,21,20,27,53.59,1.58,3.11,13.19,7.67,51.82,1.52,0,12.62,0
"(nan, nan)",2-mai, - , - , - , - , - , - , - , - , - , - , - ,-,-,-,-,-,-,-,0,-,-
"(nan, nan)",3-mai,0,27,0,9,0,0,0,0,35,18,11,53.28,1.83,3.68,13.03,8.02,50.78,1.9,0,12.46,-
"(nan, nan)",4-mai,0,11,0,9,0,0,0,10,46,25,0,52.35,1.87,3.59,11.61,8.03,52.75,1.48,0,12.48,-
"(nan, nan)",5-mai,0,19,0,12,0,0,0,0,31,27,12,53.98,1.67,2.84,12.83,8.09,53.64,1.62,0,12.24,0
"(nan, nan)",6-mai,0,7,0,25,0,0,0,0,28,26,15,53.44,1.73,3.33,12.56,8.06,52.99,1.94,0,11.27,0
"(nan, nan)",7-mai,7,13,0,22,0,0,0,0,30,23,6,52.83,1.82,3.31,12.28,8.3,53.71,1.88,0,12.51,0
"(nan, nan)",8-mai,2,35,0,17,0,0,0,0,18,24,4,53.25,1.77,3.86,13.33,8.07,55.35,1.67,0,12.13,0
"(nan, nan)",9-mai,3,9,0,21,0,0,0,0,37,29,0,52.98,1.76,3.86,13.33,8.07,53.3,1.54,0,12.62,0
"(nan, nan)",10-mai,5,12,0,21,4,0,0,0,36,22,0,52.68,1.84,3.18,11.85,8.68,55.01,1.73,0,14.26,0
"(nan, nan)",11-mai,5,14,1,10,13,0,0,4,25,26,0,53.44,1.65,3.49,11.46,8.49,52.57,1.47,0,12.96,0
"(nan, nan)",12-mai,4,17,1,13,15,0,0,7,17,25,0,53.07,1.67,3.31,11.66,8.6,51.2,1.62,0,10.85,0
"(nan, nan)",13-mai,4,15,0,13,4,0,0,19,27,19,0,52,1.81,3.29,11.47,8.64,52.84,1.58,0,10.92,0
"(nan, nan)",14-mai,3,20,0,13,7,0,0,19,15,23,0,53.92,1.68,3.51,12.33,8.26,50.65,1.61,0,11.28,0
"(nan, nan)",15-mai,1,14,0,11,11,0,0,18,18,27,0,54.03,1.62,3.4,11.95,8.14,53.16,1.71,0,9.84,0
"(nan, nan)",16-mai,0,8,0,15,9,0,0,22,16,29,0,54.06,1.61,3.3,11.61,8.22,52.39,1.82,0,9.12,0
"(nan, nan)",17-mai,0,11,0,16,9,13,0,4,25,22,0,54.46,1.53,3.05,12.06,8.17,53.75,1.62,0,11.52,0
"(nan, nan)",18-mai,0,10,0,16,0,20,0,0,29,21,4,54.99,1.54,3.5,12.95,7.83,55.16,1.26,0,12.15,0
"(nan, nan)",19-mai,0,14,0,21,0,15,0,0,10,27,12,54.9,1.43,3.51,13.67,7.65,54.37,1.36,0,13.51,0
"(nan, nan)",20-mai,0,14,0,31,0,3,0,14,10,22,6,53.43,1.67,3.52,12.74,8.52,53.77,1.53,0,12.37,0
"(nan, nan)",21-mai,0,9,0,5,0,34,0,16,16,20,0,54.35,1.56,3.39,13.13,6.39,54.92,1.68,0,11.46,0
"(nan, nan)",22-mai,0,1,10,0,0,37,0,19,13,20,0,54.02,1.55,3.12,13.08,6.57,54.88,1.67,0,12.02,0
"(nan, nan)",23-mai,20,4,0,2,0,15,0,19,17,23,0,54.85,1.63,2.57,12.05,6.96,55.74,1.66,0,12.83,0
"(nan, nan)",24-mai,20,13,5,0,0,16,0,8,21,18,0,54.46,1.64,2.51,12,8.17,54.92,1.6,0,10.54,0
"(nan, nan)",25-mai,17,12,5,0,0,15,0,0,33,19,0,54.27,1.61,2.55,11.66,8.78,53.34,1.64,0,11.35,0
"(nan, nan)",26-mai,6,18,4,0,0,31,0,0,27,8,7,53.92,1.57,3.03,13.45,8.77,54.79,1.64,0,14.58,0
"(nan, nan)",27-mai,16,5,0,0,3,39,0,0,20,18,0,54.13,1.67,2.98,13.37,8.11,0,0,0,0,0
"(nan, nan)",28-mai,9,12,3,0,0,33,0,0,15,28,0,53.8,1.56,3,14.18,8.03,0,0,0,0,0
"(nan, nan)",29-mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(nan, nan)",30-mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(nan, nan)",31-mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
